Client_name,Industry,Closed_pos,Interview_type,Gender,Curr_loc,Curr_job_loc,Interview_venue,Permission_status,Unscd_meet_status,Followup_status,AltNum_status,Resume_status,Venue_status,Call_letter_status,Ex_attend,Obs_attend,Matital_status,Skill
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,no,no,no,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,no,yes,yes,no,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,no,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,no,yes,no,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,no,yes,no,no,Single,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,no,no,no,no,Married,Oracle
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,yes,no,yes,no,yes,yes,no,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,yes,no,yes,no,no,no,uncertain,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,no,yes,yes,yes,no,no,no,no,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,no,yes,yes,yes,no,no,no,no,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Male,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
Standard Chartered Bank,BFSI,Routine,scheduled_walkin,Female,Chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
ANZ,BFSI,Non-Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled_walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
ANZ,BFSI,Non-Routine,scheduled,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Operations
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Female,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Married,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,no,Single,Fresher
Standard Chartered Bank,BFSI,Routine,walkin,Male,bangalore,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,Single,Fresher
